step,total,ranking,flops_q,flops_d,lambda
100,155.10939025878906,154.89102172851562,69.07095336914062,149.289794921875,0.001
200,58.260040283203125,57.992103576660156,43.34453582763672,90.62322235107422,0.002
300,61.59815979003906,61.27268981933594,38.25157928466797,70.23875427246094,0.003
400,23.32573890686035,22.91409683227539,37.58351135253906,65.32707977294922,0.004
500,41.9165153503418,41.349937438964844,38.68579864501953,74.62974548339844,0.005000000000000001
600,25.174604415893555,24.52544403076172,36.868350982666016,71.3250732421875,0.006
700,39.311771392822266,38.62310791015625,34.296302795410156,64.08430480957031,0.007000000000000001
800,26.009693145751953,25.28048324584961,29.861454010009766,61.28982925415039,0.008
900,27.07836151123047,26.241313934326172,28.87572479248047,64.12959289550781,0.009
1000,22.92103385925293,22.107654571533203,26.382999420166016,54.954917907714844,0.010000000000000002
1100,17.331533432006836,16.533313751220703,24.184246063232422,48.38109588623047,0.011000000000000001
1200,19.836444854736328,18.950035095214844,21.102306365966797,52.765228271484375,0.012
1300,32.399044036865234,31.47584342956543,19.44579315185547,51.56945037841797,0.013000000000000001
1400,18.379558563232422,17.47702407836914,18.675277709960938,45.79146957397461,0.014000000000000002
1500,15.169872283935547,14.18241024017334,18.5839786529541,47.24678039550781,0.015
1600,20.51952362060547,19.540159225463867,15.068462371826172,46.14181900024414,0.016
1700,29.700719833374023,28.714101791381836,16.75603485107422,41.28028106689453,0.017
1800,20.472333908081055,19.579132080078125,14.202664375305176,35.41967010498047,0.018
1900,24.612625122070312,23.708093643188477,13.092474937438965,34.51445770263672,0.019000000000000003
2000,26.238615036010742,25.38501739501953,10.646856307983398,32.03307342529297,0.020000000000000004
2100,17.009349822998047,16.038612365722656,10.86420726776123,35.361412048339844,0.021
2200,21.71410369873047,20.906482696533203,9.929576873779297,26.780445098876953,0.022000000000000002
2300,24.970861434936523,24.16167449951172,8.456661224365234,26.725324630737305,0.023000000000000003
2400,16.471757888793945,15.648807525634766,7.116161823272705,27.173429489135742,0.024
2500,34.637535095214844,33.936283111572266,5.857688903808594,22.192338943481445,0.025
2600,14.022791862487793,13.194701194763184,6.314128875732422,25.535503387451172,0.026000000000000002
2700,28.93920135498047,28.175296783447266,5.01453971862793,23.278194427490234,0.027000000000000003
2800,25.32686424255371,24.731733322143555,4.733150005340576,16.52149200439453,0.028000000000000004
2900,13.860417366027832,13.084482192993164,4.517252445220947,22.239131927490234,0.028999999999999998
3000,16.054738998413086,15.327149391174316,4.39744234085083,19.85552406311035,0.03
3100,24.998579025268555,24.165992736816406,3.769857168197632,23.08777618408203,0.031
3200,22.012353897094727,21.234912872314453,3.8140857219696045,20.480945587158203,0.032
3300,12.418272018432617,11.698343276977539,4.218264102935791,17.597759246826172,0.033
3400,19.979000091552734,19.17251205444336,4.559121608734131,19.161113739013672,0.034
3500,13.93615436553955,13.294950485229492,3.5594642162323,14.760647773742676,0.034999999999999996
3600,13.392841339111328,12.529937744140625,3.8498375415802,20.119728088378906,0.036
3700,15.998017311096191,15.329322814941406,3.030601739883423,15.04222297668457,0.037
3800,12.330700874328613,11.727677345275879,3.027554750442505,12.84148120880127,0.038000000000000006
3900,14.209724426269531,13.270244598388672,4.400198936462402,19.689010620117188,0.03900000000000001
4000,16.066064834594727,15.357772827148438,3.3932814598083496,14.31401252746582,0.04000000000000001
4100,15.164359092712402,14.495561599731445,2.5189809799194336,13.793157577514648,0.041
4200,12.679922103881836,11.853279113769531,3.3998026847839355,16.282184600830078,0.042
4300,9.030255317687988,8.35464859008789,2.743762254714966,12.968013763427734,0.043000000000000003
4400,19.929515838623047,19.255155563354492,3.0180888175964355,12.30827808380127,0.044000000000000004
4500,12.330401420593262,11.549015045166016,2.7131166458129883,14.651017189025879,0.045000000000000005
4600,7.310774803161621,6.539430618286133,2.926248550415039,13.842108726501465,0.046000000000000006
4700,17.40174102783203,16.75581169128418,2.334350109100342,11.408807754516602,0.047
4800,14.475909233093262,13.528852462768555,2.8147549629211426,16.915592193603516,0.048
4900,17.583507537841797,16.735761642456055,3.0847606658935547,14.216176986694336,0.049
5000,8.728924751281738,8.05340576171875,2.007038116455078,11.50333309173584,0.05
5100,11.153712272644043,10.455978393554688,2.6405653953552246,11.04049301147461,0.051000000000000004
5200,11.550097465515137,10.872512817382812,2.939206123352051,10.091264724731445,0.052000000000000005
5300,12.913942337036133,12.177111625671387,2.6733152866363525,11.229157447814941,0.053000000000000005
5400,18.474971771240234,17.890037536621094,2.0470399856567383,8.785080909729004,0.054000000000000006
5500,8.20801830291748,7.3901262283325195,3.0539674758911133,11.816802978515625,0.05500000000000001
5600,11.213287353515625,10.45699691772461,2.4355926513671875,11.069587707519531,0.05600000000000001
5700,16.58904266357422,15.817168235778809,2.873303174972534,10.668357849121094,0.056999999999999995
5800,12.807711601257324,11.780946731567383,3.322018623352051,14.380818367004395,0.057999999999999996
5900,17.259408950805664,16.510196685791016,1.924293041229248,10.774209022521973,0.059
6000,12.82956314086914,12.033306121826172,2.2854490280151367,10.985498428344727,0.06
6100,10.759425163269043,9.930368423461914,2.3974804878234863,11.193618774414062,0.061
6200,18.808284759521484,17.923095703125,2.727975368499756,11.54926586151123,0.062
6300,10.155400276184082,9.084976196289062,3.7179441452026367,13.272924423217773,0.063
6400,22.207401275634766,21.426359176635742,2.782223701477051,9.42155933380127,0.064
6500,11.448841094970703,10.469331741333008,2.1445236206054688,12.924851417541504,0.065
6600,20.303081512451172,19.451129913330078,2.529463768005371,10.37889289855957,0.066
6700,19.869647979736328,18.9720458984375,3.0680742263793945,10.328987121582031,0.067
6800,12.838739395141602,12.121841430664062,2.139472246170044,8.40315055847168,0.068
6900,18.780799865722656,17.840728759765625,2.597615957260132,11.026607513427734,0.06899999999999999
7000,13.097468376159668,12.048653602600098,2.935938596725464,12.047130584716797,0.06999999999999999
7100,15.44645881652832,14.594664573669434,2.9893383979797363,9.007761001586914,0.071
7200,13.985544204711914,13.313763618469238,2.1566410064697266,7.173645973205566,0.072
7300,19.664642333984375,18.865388870239258,2.3112375736236572,8.637451171875,0.073
7400,15.040793418884277,14.025039672851562,2.8341522216796875,10.892250061035156,0.074
7500,11.487351417541504,10.50004768371582,2.5939533710479736,10.570091247558594,0.07500000000000001
7600,5.7230448722839355,4.89957857131958,2.471686363220215,8.363396644592285,0.07600000000000001
7700,12.744733810424805,11.84742546081543,2.0628180503845215,9.590535163879395,0.07700000000000001
7800,15.655985832214355,14.466940879821777,2.9196250438690186,12.324539184570312,0.07800000000000001
7900,13.521283149719238,12.66417121887207,2.417783737182617,8.431739807128906,0.07900000000000001
8000,9.19888687133789,8.258879661560059,2.0775609016418457,9.672529220581055,0.08000000000000002
8100,9.540431022644043,8.502985000610352,2.65071964263916,10.15726089477539,0.08100000000000002
8200,15.186179161071777,14.164411544799805,2.591681957244873,9.868902206420898,0.082
8300,18.851951599121094,17.905799865722656,2.199293613433838,9.200136184692383,0.083
8400,9.001193046569824,7.906123161315918,2.7354135513305664,10.301136016845703,0.084
8500,11.347417831420898,10.608436584472656,1.9459125995635986,6.747982978820801,0.085
8600,12.222611427307129,11.384199142456055,2.6067347526550293,7.142239570617676,0.08600000000000001
8700,16.593990325927734,15.609037399291992,2.461853265762329,8.859451293945312,0.08700000000000001
8800,9.926850318908691,8.95720386505127,2.1509504318237305,8.86776065826416,0.08800000000000001
8900,7.967129230499268,6.823683738708496,2.428584098815918,10.41911792755127,0.08900000000000001
9000,12.574740409851074,11.483159065246582,2.645395517349243,9.483287811279297,0.09000000000000001
9100,8.521736145019531,7.6249003410339355,2.7987046241760254,7.056635856628418,0.09100000000000001
9200,13.921419143676758,12.747076034545898,2.480288505554199,10.28431510925293,0.09200000000000001
9300,16.077489852905273,15.084513664245605,2.7456483840942383,7.931511878967285,0.09300000000000001
9400,15.283862113952637,14.21324348449707,2.8630800247192383,8.526477813720703,0.094
9500,11.899578094482422,11.071112632751465,2.256782054901123,6.463900566101074,0.095
9600,23.498291015625,22.568302154541016,1.8156300783157349,7.8717451095581055,0.096
9700,17.539958953857422,16.476499557495117,2.348203659057617,8.615302085876465,0.097
9800,13.566697120666504,12.713529586791992,2.1814823150634766,6.524306297302246,0.098
9900,13.631243705749512,12.378515243530273,3.3613715171813965,9.292448043823242,0.099
10000,6.59213924407959,5.475644111633301,2.8988513946533203,8.26609992980957,0.1
10100,9.731188774108887,8.659882545471191,2.5667901039123535,8.14627456665039,0.1
10200,12.800704956054688,11.963176727294922,1.9465205669403076,6.428768157958984,0.1
