step,total,ranking,flops_q,flops_d,lambda,p_q,p_d
100,76.10228729248047,76.02156829833984,95.72350311279297,173.34597778320312,0.0003,9.947754859924316,9.945655822753906
200,35.15044021606445,35.031951904296875,76.06989288330078,121.41203308105469,0.0006,9.910575866699219,9.91376781463623
300,36.926788330078125,36.7834358215332,63.374122619628906,95.90470886230469,0.0009,9.881027221679688,9.891951560974121
400,30.285755157470703,30.096324920654297,63.8594970703125,93.99810791015625,0.0012,9.852309226989746,9.870594024658203
500,31.271615982055664,31.019302368164062,67.97212219238281,100.2374267578125,0.0015,9.827406883239746,9.847485542297363
600,20.407819747924805,20.1221923828125,61.64385986328125,97.03843688964844,0.0018,9.806656837463379,9.833479881286621
700,32.20399475097656,31.871009826660156,62.42903137207031,96.13536071777344,0.0021000000000000003,9.78751277923584,9.818876266479492
800,20.666614532470703,20.274356842041016,62.98686599731445,100.45394134521484,0.0024,9.764460563659668,9.803852081298828
900,28.76250457763672,28.336151123046875,63.45197296142578,94.45701599121094,0.0026999999999999997,9.7395658493042,9.784211158752441
1000,19.148723602294922,18.689193725585938,61.29412841796875,91.88285827636719,0.003,9.719624519348145,9.767967224121094
1100,17.98154067993164,17.508182525634766,56.39044952392578,87.05117797851562,0.0033,9.700027465820312,9.755524635314941
1200,15.512052536010742,14.992439270019531,53.428260803222656,90.9088134765625,0.0036,9.678253173828125,9.737068176269531
1300,23.439964294433594,22.924320220947266,50.481109619140625,81.73545837402344,0.0039,9.659323692321777,9.718207359313965
1400,16.216106414794922,15.704622268676758,48.11603546142578,73.666015625,0.004200000000000001,9.640120506286621,9.699798583984375
1500,13.597427368164062,13.049154281616211,46.91860580444336,74.91976928710938,0.0045,9.616320610046387,9.681910514831543
1600,20.88787841796875,20.31085968017578,45.45862579345703,74.75367736816406,0.0048,9.59817886352539,9.667373657226562
1700,32.6739501953125,32.07807159423828,44.1961669921875,72.64286804199219,0.0051,9.581607818603516,9.654221534729004
1800,23.252788543701172,22.640392303466797,41.27159881591797,72.13525390625,0.005399999999999999,9.56256103515625,9.636625289916992
1900,24.3521785736084,23.688875198364258,42.356719970703125,74.01219940185547,0.0057,9.54482650756836,9.624117851257324
